Thread  	Address                 	Instruction                     	Result                                  	
00000868	.vmp0:sub_404847:loc_404154	mov     al, [esi]               	EAX=00000030                            	
00000868	.vmp0:sub_404847-6F1    	mov     edx, [ebp+0]            	EDX=00000000                            	
00000868	.vmp0:sub_404847-6EE    	add     ebp, 4                  	EBP=0060FF2C CF=0 PF=0 AF=0             	
00000868	.vmp0:sub_404847-6EB    	mov     [eax+edi], edx          	                                        	
00000868	.vmp0:sub_404847-6E8    	sub     esi, 0FFFFFFFFh         	ESI=004048C6 CF=1 PF=1 AF=1             	
00000868	.vmp0:sub_404847-6E5    	jmp     loc_40486C              	                                        	
00000868	.vmp0:sub_404847:loc_40486C	mov     al, [esi]               	EAX=00000010                            	
00000868	.vmp0:sub_404847+27     	movzx   eax, al                 	                                        	
00000868	.vmp0:sub_404847+2A     	sub     esi, 0FFFFFFFFh         	ESI=004048C7 PF=0                       	
00000868	.vmp0:sub_404847+2D     	jmp     ds:off_4042C6[eax*4]    	                                        	
00000868	.vmp0:sub_404847:loc_404154	mov     al, [esi]               	EAX=00000028                            	
00000868	.vmp0:sub_404847-6F1    	mov     edx, [ebp+0]            	EDX=75A59AFF                            	
00000868	.vmp0:sub_404847-6EE    	add     ebp, 4                  	EBP=0060FF30 CF=0 PF=1                  	
00000868	.vmp0:sub_404847-6EB    	mov     [eax+edi], edx          	                                        	
00000868	.vmp0:sub_404847-6E8    	sub     esi, 0FFFFFFFFh         	ESI=004048C8 CF=1 PF=0                  	
00000868	.vmp0:sub_404847-6E5    	jmp     loc_40486C              	                                        	
00000868	.vmp0:sub_404847:loc_40486C	mov     al, [esi]               	EAX=0000001B                            	
00000868	.vmp0:sub_404847+27     	movzx   eax, al                 	                                        	
00000868	.vmp0:sub_404847+2A     	sub     esi, 0FFFFFFFFh         	ESI=004048C9 PF=1                       	
00000868	.vmp0:sub_404847+2D     	jmp     ds:off_4042C6[eax*4]    	                                        	
00000868	.vmp0:sub_404847:loc_404154	mov     al, [esi]               	EAX=0000000C                            	
00000868	.vmp0:sub_404847-6F1    	mov     edx, [ebp+0]            	EDX=0060FF80                            	
00000868	.vmp0:sub_404847-6EE    	add     ebp, 4                  	EBP=0060FF34 CF=0 PF=0 AF=0             	
00000868	.vmp0:sub_404847-6EB    	mov     [eax+edi], edx          	                                        	
00000868	.vmp0:sub_404847-6E8    	sub     esi, 0FFFFFFFFh         	ESI=004048CA CF=1 PF=1 AF=1             	
00000868	.vmp0:sub_404847-6E5    	jmp     loc_40486C              	                                        	
00000868	.vmp0:sub_404847:loc_40486C	mov     al, [esi]               	EAX=00000000                            	
00000868	.vmp0:sub_404847+27     	movzx   eax, al                 	                                        	
00000868	.vmp0:sub_404847+2A     	sub     esi, 0FFFFFFFFh         	ESI=004048CB PF=0                       	
00000868	.vmp0:sub_404847+2D     	jmp     ds:off_4042C6[eax*4]    	                                        	
00000868	.vmp0:sub_404847:loc_404154	mov     al, [esi]               	EAX=00000034                            	
00000868	.vmp0:sub_404847-6F1    	mov     edx, [ebp+0]            	EDX=00000246                            	
00000868	.vmp0:sub_404847-6EE    	add     ebp, 4                  	EBP=0060FF38 CF=0 AF=0                  	
00000868	.vmp0:sub_404847-6EB    	mov     [eax+edi], edx          	                                        	
00000868	.vmp0:sub_404847-6E8    	sub     esi, 0FFFFFFFFh         	ESI=004048CC CF=1 PF=1 AF=1             	
00000868	.vmp0:sub_404847-6E5    	jmp     loc_40486C              	                                        	
00000868	.vmp0:sub_404847:loc_40486C	mov     al, [esi]               	EAX=00000000                            	
00000868	.vmp0:sub_404847+27     	movzx   eax, al                 	                                        	
00000868	.vmp0:sub_404847+2A     	sub     esi, 0FFFFFFFFh         	ESI=004048CD PF=0                       	
00000868	.vmp0:sub_404847+2D     	jmp     ds:off_4042C6[eax*4]    	                                        	
00000868	.vmp0:sub_404847:loc_404154	mov     al, [esi]               	EAX=00000014                            	
00000868	.vmp0:sub_404847-6F1    	mov     edx, [ebp+0]            	EDX=00348000                            	
00000868	.vmp0:sub_404847-6EE    	add     ebp, 4                  	EBP=0060FF3C CF=0 PF=1 AF=0             	
00000868	.vmp0:sub_404847-6EB    	mov     [eax+edi], edx          	                                        	
00000868	.vmp0:sub_404847-6E8    	sub     esi, 0FFFFFFFFh         	ESI=004048CE CF=1 PF=0 AF=1             	
00000868	.vmp0:sub_404847-6E5    	jmp     loc_40486C              	                                        	
00000868	.vmp0:sub_404847:loc_40486C	mov     al, [esi]               	EAX=00000000                            	
00000868	.vmp0:sub_404847+27     	movzx   eax, al                 	                                        	
00000868	.vmp0:sub_404847+2A     	sub     esi, 0FFFFFFFFh         	ESI=004048CF PF=1                       	
00000868	.vmp0:sub_404847+2D     	jmp     ds:off_4042C6[eax*4]    	                                        	
00000868	.vmp0:sub_404847:loc_404154	mov     al, [esi]               	EAX=00000004                            	
00000868	.vmp0:sub_404847-6F1    	mov     edx, [ebp+0]            	EDX=00000000                            	
00000868	.vmp0:sub_404847-6EE    	add     ebp, 4                  	EBP=0060FF40 CF=0 PF=0                  	
00000868	.vmp0:sub_404847-6EB    	mov     [eax+edi], edx          	                                        	
00000868	.vmp0:sub_404847-6E8    	sub     esi, 0FFFFFFFFh         	ESI=004048D0 CF=1 AF=0                  	
00000868	.vmp0:sub_404847-6E5    	jmp     loc_40486C              	                                        	
00000868	.vmp0:sub_404847:loc_40486C	mov     al, [esi]               	EAX=0000001B                            	
00000868	.vmp0:sub_404847+27     	movzx   eax, al                 	                                        	
00000868	.vmp0:sub_404847+2A     	sub     esi, 0FFFFFFFFh         	ESI=004048D1 PF=1 AF=1                  	
00000868	.vmp0:sub_404847+2D     	jmp     ds:off_4042C6[eax*4]    	                                        	
00000868	.vmp0:sub_404847:loc_404154	mov     al, [esi]               	EAX=00000010                            	
00000868	.vmp0:sub_404847-6F1    	mov     edx, [ebp+0]            	EDX=0040100C                            	
00000868	.vmp0:sub_404847-6EE    	add     ebp, 4                  	EBP=0060FF44 CF=0 AF=0                  	
00000868	.vmp0:sub_404847-6EB    	mov     [eax+edi], edx          	                                        	
00000868	.vmp0:sub_404847-6E8    	sub     esi, 0FFFFFFFFh         	ESI=004048D2 CF=1 AF=1                  	
00000868	.vmp0:sub_404847-6E5    	jmp     loc_40486C              	                                        	
00000868	.vmp0:sub_404847:loc_40486C	mov     al, [esi]               	EAX=0000001B                            	
00000868	.vmp0:sub_404847+27     	movzx   eax, al                 	                                        	
00000868	.vmp0:sub_404847+2A     	sub     esi, 0FFFFFFFFh         	ESI=004048D3 PF=0                       	
00000868	.vmp0:sub_404847+2D     	jmp     ds:off_4042C6[eax*4]    	                                        	
00000868	.vmp0:sub_404847:loc_404154	mov     al, [esi]               	EAX=00000018                            	
00000868	.vmp0:sub_404847-6F1    	mov     edx, [ebp+0]            	EDX=00000000                            	
00000868	.vmp0:sub_404847-6EE    	add     ebp, 4                  	EBP=0060FF48 CF=0 PF=1 AF=0             	
00000868	.vmp0:sub_404847-6EB    	mov     [eax+edi], edx          	                                        	
00000868	.vmp0:sub_404847-6E8    	sub     esi, 0FFFFFFFFh         	ESI=004048D4 CF=1 AF=1                  	
00000868	.vmp0:sub_404847-6E5    	jmp     loc_40486C              	                                        	
00000868	.vmp0:sub_404847:loc_40486C	mov     al, [esi]               	EAX=00000010                            	
00000868	.vmp0:sub_404847+27     	movzx   eax, al                 	                                        	
00000868	.vmp0:sub_404847+2A     	sub     esi, 0FFFFFFFFh         	ESI=004048D5 PF=0                       	
00000868	.vmp0:sub_404847+2D     	jmp     ds:off_4042C6[eax*4]    	                                        	
00000868	.vmp0:sub_404847:loc_404154	mov     al, [esi]               	EAX=00000000                            	
00000868	.vmp0:sub_404847-6F1    	mov     edx, [ebp+0]            	EDX=0040100C                            	
00000868	.vmp0:sub_404847-6EE    	add     ebp, 4                  	EBP=0060FF4C CF=0 AF=0                  	
00000868	.vmp0:sub_404847-6EB    	mov     [eax+edi], edx          	                                        	
00000868	.vmp0:sub_404847-6E8    	sub     esi, 0FFFFFFFFh         	ESI=004048D6 CF=1 AF=1                  	
00000868	.vmp0:sub_404847-6E5    	jmp     loc_40486C              	                                        	
00000868	.vmp0:sub_404847:loc_40486C	mov     al, [esi]               	                                        	
00000868	.vmp0:sub_404847+27     	movzx   eax, al                 	                                        	
00000868	.vmp0:sub_404847+2A     	sub     esi, 0FFFFFFFFh         	ESI=004048D7 PF=1                       	
00000868	.vmp0:sub_404847+2D     	jmp     ds:off_4042C6[eax*4]    	                                        	
00000868	.vmp0:sub_404847:loc_404154	mov     al, [esi]               	EAX=00000020                            	
00000868	.vmp0:sub_404847-6F1    	mov     edx, [ebp+0]            	EDX=004048B8                            	
00000868	.vmp0:sub_404847-6EE    	add     ebp, 4                  	EBP=0060FF50 CF=0                       	
00000868	.vmp0:sub_404847-6EB    	mov     [eax+edi], edx          	                                        	
00000868	.vmp0:sub_404847-6E8    	sub     esi, 0FFFFFFFFh         	ESI=004048D8 CF=1                       	
00000868	.vmp0:sub_404847-6E5    	jmp     loc_40486C              	                                        	
00000868	.vmp0:sub_404847:loc_40486C	mov     al, [esi]               	EAX=00000010                            	
00000868	.vmp0:sub_404847+27     	movzx   eax, al                 	                                        	
00000868	.vmp0:sub_404847+2A     	sub     esi, 0FFFFFFFFh         	ESI=004048D9 PF=0                       	
00000868	.vmp0:sub_404847+2D     	jmp     ds:off_4042C6[eax*4]    	                                        	
00000868	.vmp0:sub_404847:loc_404154	mov     al, [esi]               	EAX=00000020                            	
00000868	.vmp0:sub_404847-6F1    	mov     edx, [ebp+0]            	                                        	
00000868	.vmp0:sub_404847-6EE    	add     ebp, 4                  	EBP=0060FF54 CF=0 AF=0                  	
00000868	.vmp0:sub_404847-6EB    	mov     [eax+edi], edx          	                                        	
00000868	.vmp0:sub_404847-6E8    	sub     esi, 0FFFFFFFFh         	ESI=004048DA CF=1 AF=1                  	
00000868	.vmp0:sub_404847-6E5    	jmp     loc_40486C              	                                        	
00000868	.vmp0:sub_404847:loc_40486C	mov     al, [esi]               	EAX=00000032                            	
00000868	.vmp0:sub_404847+27     	movzx   eax, al                 	                                        	
00000868	.vmp0:sub_404847+2A     	sub     esi, 0FFFFFFFFh         	ESI=004048DB PF=1                       	
00000868	.vmp0:sub_404847+2D     	jmp     ds:off_4042C6[eax*4]    	                                        	
00000868	.vmp0:sub_404847:loc_404100	movzx   eax, byte ptr [esi]     	EAX=0000000C                            	
00000868	.vmp0:sub_404847-744    	mov     edx, [eax+edi]          	EDX=0060FF80                            	
00000868	.vmp0:sub_404847-741    	sub     ebp, 4                  	EBP=0060FF50 CF=0 AF=0                  	
00000868	.vmp0:sub_404847-73E    	inc     esi                     	ESI=004048DC PF=0                       	
00000868	.vmp0:sub_404847-73D    	mov     [ebp+0], edx            	                                        	
00000868	.vmp0:sub_404847-73A    	jmp     loc_404795              	                                        	
00000868	.vmp0:sub_404847:loc_404795	lea     eax, [edi+50h]          	EAX=0060FEB0                            	
00000868	.vmp0:sub_404847-AF     	cmp     ebp, eax                	PF=1                                    	
00000868	.vmp0:sub_404847-AD     	ja      loc_40486C              	                                        	
00000868	.vmp0:sub_404847:loc_40486C	mov     al, [esi]               	EAX=0060FE99                            	
00000868	.vmp0:sub_404847+27     	movzx   eax, al                 	EAX=00000099                            	
00000868	.vmp0:sub_404847+2A     	sub     esi, 0FFFFFFFFh         	ESI=004048DD CF=1 AF=1                  	
00000868	.vmp0:sub_404847+2D     	jmp     ds:off_4042C6[eax*4]    	                                        	
00000868	.vmp0:sub_404847:loc_404205	mov     eax, ebp                	EAX=0060FF50                            	
00000868	.vmp0:sub_404847-640    	sub     ebp, 4                  	EBP=0060FF4C CF=0 PF=0                  	
00000868	.vmp0:sub_404847-63D    	mov     [ebp+0], eax            	                                        	
00000868	.vmp0:sub_404847-63A    	jmp     loc_404795              	                                        	
00000868	.vmp0:sub_404847:loc_404795	lea     eax, [edi+50h]          	EAX=0060FEB0                            	
00000868	.vmp0:sub_404847-AF     	cmp     ebp, eax                	PF=1 AF=0                               	
00000868	.vmp0:sub_404847-AD     	ja      loc_40486C              	                                        	
00000868	.vmp0:sub_404847:loc_40486C	mov     al, [esi]               	EAX=0060FE00                            	
00000868	.vmp0:sub_404847+27     	movzx   eax, al                 	EAX=00000000                            	
00000868	.vmp0:sub_404847+2A     	sub     esi, 0FFFFFFFFh         	ESI=004048DE CF=1 AF=1                  	
00000868	.vmp0:sub_404847+2D     	jmp     ds:off_4042C6[eax*4]    	                                        	
00000868	.vmp0:sub_404847:loc_404154	mov     al, [esi]               	EAX=00000020                            	
00000868	.vmp0:sub_404847-6F1    	mov     edx, [ebp+0]            	EDX=0060FF50                            	
00000868	.vmp0:sub_404847-6EE    	add     ebp, 4                  	EBP=0060FF50 CF=0                       	
00000868	.vmp0:sub_404847-6EB    	mov     [eax+edi], edx          	                                        	
00000868	.vmp0:sub_404847-6E8    	sub     esi, 0FFFFFFFFh         	ESI=004048DF CF=1 PF=0                  	
00000868	.vmp0:sub_404847-6E5    	jmp     loc_40486C              	                                        	
00000868	.vmp0:sub_404847:loc_40486C	mov     al, [esi]               	EAX=000000AC                            	
00000868	.vmp0:sub_404847+27     	movzx   eax, al                 	                                        	
00000868	.vmp0:sub_404847+2A     	sub     esi, 0FFFFFFFFh         	ESI=004048E0 AF=0                       	
00000868	.vmp0:sub_404847+2D     	jmp     ds:off_4042C6[eax*4]    	                                        	
00000868	.vmp0:sub_404847:loc_404100	movzx   eax, byte ptr [esi]     	EAX=00000020                            	
00000868	.vmp0:sub_404847-744    	mov     edx, [eax+edi]          	                                        	
00000868	.vmp0:sub_404847-741    	sub     ebp, 4                  	EBP=0060FF4C CF=0 AF=1                  	
00000868	.vmp0:sub_404847-73E    	inc     esi                     	ESI=004048E1 PF=1 AF=0                  	
00000868	.vmp0:sub_404847-73D    	mov     [ebp+0], edx            	                                        	
00000868	.vmp0:sub_404847-73A    	jmp     loc_404795              	                                        	
00000868	.vmp0:sub_404847:loc_404795	lea     eax, [edi+50h]          	EAX=0060FEB0                            	
00000868	.vmp0:sub_404847-AF     	cmp     ebp, eax                	                                        	
00000868	.vmp0:sub_404847-AD     	ja      loc_40486C              	                                        	
00000868	.vmp0:sub_404847:loc_40486C	mov     al, [esi]               	EAX=0060FE0F                            	
00000868	.vmp0:sub_404847+27     	movzx   eax, al                 	EAX=0000000F                            	
00000868	.vmp0:sub_404847+2A     	sub     esi, 0FFFFFFFFh         	ESI=004048E2 CF=1 AF=1                  	
00000868	.vmp0:sub_404847+2D     	jmp     ds:off_4042C6[eax*4]    	                                        	
00000868	.vmp0:sub_404847:loc_4041EC	mov     al, [esi]               	EAX=00000008                            	
00000868	.vmp0:sub_404847-659    	cbw                             	                                        	
00000868	.vmp0:sub_404847-657    	cwde                            	                                        	
00000868	.vmp0:sub_404847-656    	sub     ebp, 4                  	EBP=0060FF48 CF=0 AF=0                  	
00000868	.vmp0:sub_404847-653    	inc     esi                     	ESI=004048E3 PF=0                       	
00000868	.vmp0:sub_404847-652    	mov     [ebp+0], eax            	                                        	
00000868	.vmp0:sub_404847-64F    	jmp     loc_404795              	                                        	
00000868	.vmp0:sub_404847:loc_404795	lea     eax, [edi+50h]          	EAX=0060FEB0                            	
00000868	.vmp0:sub_404847-AF     	cmp     ebp, eax                	                                        	
00000868	.vmp0:sub_404847-AD     	ja      loc_40486C              	                                        	
00000868	.vmp0:sub_404847:loc_40486C	mov     al, [esi]               	EAX=0060FE1A                            	
00000868	.vmp0:sub_404847+27     	movzx   eax, al                 	EAX=0000001A                            	
00000868	.vmp0:sub_404847+2A     	sub     esi, 0FFFFFFFFh         	ESI=004048E4 CF=1 PF=1 AF=1             	
00000868	.vmp0:sub_404847+2D     	jmp     ds:off_4042C6[eax*4]    	                                        	
00000868	.vmp0:sub_404847:loc_40429D	mov     eax, [ebp+0]            	EAX=00000008                            	
00000868	.vmp0:sub_404847-5A7    	add     [ebp+4], eax            	CF=0 PF=0 AF=0                          	
00000868	.vmp0:sub_404847-5A4    	pushf                           	ESP=0060FE5C                            	
00000868	.vmp0:sub_404847-5A3    	pop     dword ptr [ebp+0]       	ESP=0060FE60                            	
00000868	.vmp0:sub_404847-5A0    	jmp     loc_40486C              	                                        	
00000868	.vmp0:sub_404847:loc_40486C	mov     al, [esi]               	EAX=00000000                            	
00000868	.vmp0:sub_404847+27     	movzx   eax, al                 	                                        	
00000868	.vmp0:sub_404847+2A     	sub     esi, 0FFFFFFFFh         	ESI=004048E5 CF=1 AF=1                  	
00000868	.vmp0:sub_404847+2D     	jmp     ds:off_4042C6[eax*4]    	                                        	
00000868	.vmp0:sub_404847:loc_404154	mov     al, [esi]               	EAX=00000038                            	
00000868	.vmp0:sub_404847-6F1    	mov     edx, [ebp+0]            	EDX=00000202                            	
00000868	.vmp0:sub_404847-6EE    	add     ebp, 4                  	EBP=0060FF4C CF=0 AF=0                  	
00000868	.vmp0:sub_404847-6EB    	mov     [eax+edi], edx          	                                        	
00000868	.vmp0:sub_404847-6E8    	sub     esi, 0FFFFFFFFh         	ESI=004048E6 CF=1 AF=1                  	
00000868	.vmp0:sub_404847-6E5    	jmp     loc_40486C              	                                        	
00000868	.vmp0:sub_404847:loc_40486C	mov     al, [esi]               	EAX=00000022                            	
00000868	.vmp0:sub_404847+27     	movzx   eax, al                 	                                        	
00000868	.vmp0:sub_404847+2A     	sub     esi, 0FFFFFFFFh         	ESI=004048E7 PF=1                       	
00000868	.vmp0:sub_404847+2D     	jmp     ds:off_4042C6[eax*4]    	                                        	
00000868	.vmp0:sub_404847:loc_404815	mov     eax, [ebp+0]            	EAX=0060FF58                            	
00000868	.vmp0:sub_404847-2F     	mov     eax, ss:[eax]           	EAX=000AFFE1                            	
00000868	.vmp0:sub_404847-2C     	mov     [ebp+0], eax            	                                        	
00000868	.vmp0:sub_404847-29     	jmp     loc_40486C              	                                        	
00000868	.vmp0:sub_404847:loc_40486C	mov     al, [esi]               	EAX=000AFF1B                            	
00000868	.vmp0:sub_404847+27     	movzx   eax, al                 	EAX=0000001B                            	
00000868	.vmp0:sub_404847+2A     	sub     esi, 0FFFFFFFFh         	ESI=004048E8                            	
00000868	.vmp0:sub_404847+2D     	jmp     ds:off_4042C6[eax*4]    	                                        	
00000868	.vmp0:sub_404847:loc_404154	mov     al, [esi]               	EAX=0000000C                            	
00000868	.vmp0:sub_404847-6F1    	mov     edx, [ebp+0]            	EDX=000AFFE1                            	
00000868	.vmp0:sub_404847-6EE    	add     ebp, 4                  	EBP=0060FF50 CF=0                       	
00000868	.vmp0:sub_404847-6EB    	mov     [eax+edi], edx          	                                        	
00000868	.vmp0:sub_404847-6E8    	sub     esi, 0FFFFFFFFh         	ESI=004048E9 CF=1 PF=0                  	
00000868	.vmp0:sub_404847-6E5    	jmp     loc_40486C              	                                        	
00000868	.vmp0:sub_404847:loc_40486C	mov     al, [esi]               	EAX=00000065                            	
00000868	.vmp0:sub_404847+27     	movzx   eax, al                 	                                        	
00000868	.vmp0:sub_404847+2A     	sub     esi, 0FFFFFFFFh         	ESI=004048EA                            	
00000868	.vmp0:sub_404847+2D     	jmp     ds:off_4042C6[eax*4]    	                                        	
00000868	.vmp0:sub_404847:loc_4041EC	mov     al, [esi]               	EAX=0000000C                            	
00000868	.vmp0:sub_404847-659    	cbw                             	                                        	
00000868	.vmp0:sub_404847-657    	cwde                            	                                        	
