Thread  	Address                 	Instruction                     	Result                                  	
00000B94	.vmp0:sub_404314:loc_404339	mov     al, [esi]               	RAX=000000000060FE0A                    	
00000B94	.vmp0:sub_404314+27     	movzx   eax, al                 	RAX=000000000000000A                    	
00000B94	.vmp0:sub_404314+2A     	add     esi, 1                  	RSI=00000000004048F7 PF=0               	
00000B94	.vmp0:sub_404314+2D     	jmp     ds:off_40439C[eax*4]    	                                        	
00000B94	.vmp0:sub_404314:loc_4047FD	mov     esp, ebp                	RSP=000000000060FF28                    	
00000B94	.vmp0:sub_404314+4EB    	pop     ebx                     	RBX=000000000060FF80 RSP=000000000060FF2C 	
00000B94	.vmp0:sub_404314+4EC    	pop     ecx                     	RSP=000000000060FF30                    	
00000B94	.vmp0:sub_404314+4ED    	pop     ecx                     	RCX=000000000040100D RSP=000000000060FF34 	
00000B94	.vmp0:sub_404314+4EE    	pop     edi                     	RDI=000000000040100D RSP=000000000060FF38 	
00000B94	.vmp0:sub_404314+4EF    	popf                            	RSP=000000000060FF3C PF=1               	
00000B94	.vmp0:sub_404314+4F0    	pop     ebx                     	RBX=00000000003D5000 RSP=000000000060FF40 	
00000B94	.vmp0:sub_404314+4F1    	pop     esi                     	RSI=000000000040100D RSP=000000000060FF44 	
00000B94	.vmp0:sub_404314+4F2    	pop     ebp                     	RBP=000000000060FF80 RSP=000000000060FF48 	
00000B94	.vmp0:sub_404314+4F3    	pop     edx                     	RDX=00000000000AFFE1 RSP=000000000060FF4C 	
00000B94	.vmp0:sub_404314+4F4    	pop     ecx                     	RCX=00000000755C9AFF RSP=000000000060FF50 	
00000B94	.vmp0:sub_404314+4F5    	pop     eax                     	RAX=000000000016ABC6 RSP=000000000060FF54 	
00000B94	.vmp0:sub_404314+4F6    	retn                            	RSP=000000000060FF58                    	
00000B94	.text:start+26          	Memory layout changed: 63 segments	Memory layout changed: 63 segments      	
00000B94	.text:start+26          	mov     [ebp+var_C], eax        	                                        	
00000B94	.text:start+29          	mov     eax, [ebp+var_C]        	                                        	
00000B94	.text:start+2C          	mov     [esp+28h+var_24], eax   	                                        	
00000B94	.text:start+30          	mov     [esp+28h+Str], offset Format; \"erg = %i\\n\"	                                        	
00000B94	.text:start+37          	call    printf                  	RAX=000000000000000E RCX=00000000755C49B3 RDX=0000000000000000 EFL=00000244 ZF=1 	
00000B94	.text:start+3C          	mov     [esp+28h+Str], 0; Code  	EFL=00000246                            	
00000B94	.text:start+43          	call    exit                    	RSP=000000000060FF54
