Thread  	Address                 	Instruction                     	Result                                  	
000007BC	.vmp0:sub_40428E-C      	add     ebp, 4                  	EBP=0060FF44                            	
000007BC	.vmp0:sub_40428E-9      	inc     esi                     	ESI=00404906                            	
000007BC	.vmp0:sub_40428E-8      	mov     [eax+edi], edx          	                                        	
000007BC	.vmp0:sub_40428E-5      	jmp     loc_4042B3              	                                        	
000007BC	.vmp0:sub_40428E:loc_4042B3	mov     al, [esi]               	EAX=00000036                            	
000007BC	.vmp0:sub_40428E+27     	movzx   eax, al                 	                                        	
000007BC	.vmp0:sub_40428E+2A     	inc     esi                     	ESI=00404907 PF=0                       	
000007BC	.vmp0:sub_40428E+2B     	jmp     ds:off_40435F[eax*4]    	                                        	
000007BC	.vmp0:sub_40428E:loc_4041E6	mov     al, [esi]               	EAX=00000030                            	
000007BC	.vmp0:sub_40428E-A6     	mov     edx, [eax+edi]          	EDX=0040100C                            	
000007BC	.vmp0:sub_40428E-A3     	sub     ebp, 4                  	EBP=0060FF40                            	
000007BC	.vmp0:sub_40428E-A0     	mov     [ebp+0], edx            	                                        	
000007BC	.vmp0:sub_40428E-9D     	lea     esi, [esi+1]            	ESI=00404908                            	
000007BC	.vmp0:sub_40428E-9A     	jmp     loc_4047EA              	                                        	
000007BC	.vmp0:sub_40428E:loc_4047EA	lea     eax, [edi+50h]          	EAX=0060FEA0                            	
000007BC	.vmp0:sub_40428E+55F    	cmp     ebp, eax                	PF=1                                    	
000007BC	.vmp0:sub_40428E+561    	ja      loc_4042B3              	                                        	
000007BC	.vmp0:sub_40428E:loc_4042B3	mov     al, [esi]               	EAX=0060FE12                            	
000007BC	.vmp0:sub_40428E+27     	movzx   eax, al                 	EAX=00000012                            	
000007BC	.vmp0:sub_40428E+2A     	inc     esi                     	ESI=00404909                            	
000007BC	.vmp0:sub_40428E+2B     	jmp     ds:off_40435F[eax*4]    	                                        	
000007BC	.vmp0:sub_40428E:loc_4041E6	mov     al, [esi]               	EAX=0000000C                            	
000007BC	.vmp0:sub_40428E-A6     	mov     edx, [eax+edi]          	EDX=00000202                            	
000007BC	.vmp0:sub_40428E-A3     	sub     ebp, 4                  	EBP=0060FF3C AF=1                       	
000007BC	.vmp0:sub_40428E-A0     	mov     [ebp+0], edx            	                                        	
000007BC	.vmp0:sub_40428E-9D     	lea     esi, [esi+1]            	ESI=0040490A                            	
000007BC	.vmp0:sub_40428E-9A     	jmp     loc_4047EA              	                                        	
000007BC	.vmp0:sub_40428E:loc_4047EA	lea     eax, [edi+50h]          	EAX=0060FEA0                            	
000007BC	.vmp0:sub_40428E+55F    	cmp     ebp, eax                	AF=0                                    	
000007BC	.vmp0:sub_40428E+561    	ja      loc_4042B3              	                                        	
000007BC	.vmp0:sub_40428E:loc_4042B3	mov     al, [esi]               	EAX=0060FE34                            	
000007BC	.vmp0:sub_40428E+27     	movzx   eax, al                 	EAX=00000034                            	
000007BC	.vmp0:sub_40428E+2A     	inc     esi                     	ESI=0040490B PF=0                       	
000007BC	.vmp0:sub_40428E+2B     	jmp     ds:off_40435F[eax*4]    	                                        	
000007BC	.vmp0:sub_40428E:loc_4041E6	mov     al, [esi]               	                                        	
000007BC	.vmp0:sub_40428E-A6     	mov     edx, [eax+edi]          	EDX=003A0000                            	
000007BC	.vmp0:sub_40428E-A3     	sub     ebp, 4                  	EBP=0060FF38                            	
000007BC	.vmp0:sub_40428E-A0     	mov     [ebp+0], edx            	                                        	
000007BC	.vmp0:sub_40428E-9D     	lea     esi, [esi+1]            	ESI=0040490C                            	
000007BC	.vmp0:sub_40428E-9A     	jmp     loc_4047EA              	                                        	
000007BC	.vmp0:sub_40428E:loc_4047EA	lea     eax, [edi+50h]          	EAX=0060FEA0                            	
000007BC	.vmp0:sub_40428E+55F    	cmp     ebp, eax                	                                        	
000007BC	.vmp0:sub_40428E+561    	ja      loc_4042B3              	                                        	
000007BC	.vmp0:sub_40428E:loc_4042B3	mov     al, [esi]               	EAX=0060FE34                            	
000007BC	.vmp0:sub_40428E+27     	movzx   eax, al                 	EAX=00000034                            	
000007BC	.vmp0:sub_40428E+2A     	inc     esi                     	ESI=0040490D                            	
000007BC	.vmp0:sub_40428E+2B     	jmp     ds:off_40435F[eax*4]    	                                        	
000007BC	.vmp0:sub_40428E:loc_4041E6	mov     al, [esi]               	EAX=00000014                            	
000007BC	.vmp0:sub_40428E-A6     	mov     edx, [eax+edi]          	EDX=000705E3                            	
000007BC	.vmp0:sub_40428E-A3     	sub     ebp, 4                  	EBP=0060FF34                            	
000007BC	.vmp0:sub_40428E-A0     	mov     [ebp+0], edx            	                                        	
000007BC	.vmp0:sub_40428E-9D     	lea     esi, [esi+1]            	ESI=0040490E                            	
000007BC	.vmp0:sub_40428E-9A     	jmp     loc_4047EA              	                                        	
000007BC	.vmp0:sub_40428E:loc_4047EA	lea     eax, [edi+50h]          	EAX=0060FEA0                            	
000007BC	.vmp0:sub_40428E+55F    	cmp     ebp, eax                	                                        	
000007BC	.vmp0:sub_40428E+561    	ja      loc_4042B3              	                                        	
000007BC	.vmp0:sub_40428E:loc_4042B3	mov     al, [esi]               	EAX=0060FEA9                            	
000007BC	.vmp0:sub_40428E+27     	movzx   eax, al                 	EAX=000000A9                            	
000007BC	.vmp0:sub_40428E+2A     	inc     esi                     	ESI=0040490F PF=1                       	
000007BC	.vmp0:sub_40428E+2B     	jmp     ds:off_40435F[eax*4]    	                                        	
000007BC	.vmp0:sub_40428E:loc_4041E6	mov     al, [esi]               	EAX=00000024                            	
000007BC	.vmp0:sub_40428E-A6     	mov     edx, [eax+edi]          	EDX=0000010F                            	
000007BC	.vmp0:sub_40428E-A3     	sub     ebp, 4                  	EBP=0060FF30                            	
000007BC	.vmp0:sub_40428E-A0     	mov     [ebp+0], edx            	                                        	
000007BC	.vmp0:sub_40428E-9D     	lea     esi, [esi+1]            	ESI=00404910                            	
000007BC	.vmp0:sub_40428E-9A     	jmp     loc_4047EA              	                                        	
000007BC	.vmp0:sub_40428E:loc_4047EA	lea     eax, [edi+50h]          	EAX=0060FEA0                            	
000007BC	.vmp0:sub_40428E+55F    	cmp     ebp, eax                	                                        	
000007BC	.vmp0:sub_40428E+561    	ja      loc_4042B3              	                                        	
000007BC	.vmp0:sub_40428E:loc_4042B3	mov     al, [esi]               	EAX=0060FEE7                            	
000007BC	.vmp0:sub_40428E+27     	movzx   eax, al                 	EAX=000000E7                            	
000007BC	.vmp0:sub_40428E+2A     	inc     esi                     	ESI=00404911                            	
000007BC	.vmp0:sub_40428E+2B     	jmp     ds:off_40435F[eax*4]    	                                        	
000007BC	.vmp0:sub_40428E:loc_4041E6	mov     al, [esi]               	EAX=00000004                            	
000007BC	.vmp0:sub_40428E-A6     	mov     edx, [eax+edi]          	EDX=0060FF80                            	
000007BC	.vmp0:sub_40428E-A3     	sub     ebp, 4                  	EBP=0060FF2C PF=0 AF=1                  	
000007BC	.vmp0:sub_40428E-A0     	mov     [ebp+0], edx            	                                        	
000007BC	.vmp0:sub_40428E-9D     	lea     esi, [esi+1]            	ESI=00404912                            	
000007BC	.vmp0:sub_40428E-9A     	jmp     loc_4047EA              	                                        	
000007BC	.vmp0:sub_40428E:loc_4047EA	lea     eax, [edi+50h]          	EAX=0060FEA0                            	
000007BC	.vmp0:sub_40428E+55F    	cmp     ebp, eax                	AF=0                                    	
000007BC	.vmp0:sub_40428E+561    	ja      loc_4042B3              	                                        	
000007BC	.vmp0:sub_40428E:loc_4042B3	mov     al, [esi]               	EAX=0060FE64                            	
000007BC	.vmp0:sub_40428E+27     	movzx   eax, al                 	EAX=00000064                            	
000007BC	.vmp0:sub_40428E+2A     	inc     esi                     	ESI=00404913                            	
000007BC	.vmp0:sub_40428E+2B     	jmp     ds:off_40435F[eax*4]    	                                        	
000007BC	.vmp0:sub_40428E:loc_4041E6	mov     al, [esi]               	EAX=00000000                            	
000007BC	.vmp0:sub_40428E-A6     	mov     edx, [eax+edi]          	EDX=74439AFF                            	
000007BC	.vmp0:sub_40428E-A3     	sub     ebp, 4                  	EBP=0060FF28 PF=1                       	
000007BC	.vmp0:sub_40428E-A0     	mov     [ebp+0], edx            	                                        	
000007BC	.vmp0:sub_40428E-9D     	lea     esi, [esi+1]            	ESI=00404914                            	
000007BC	.vmp0:sub_40428E-9A     	jmp     loc_4047EA              	                                        	
000007BC	.vmp0:sub_40428E:loc_4047EA	lea     eax, [edi+50h]          	EAX=0060FEA0                            	
000007BC	.vmp0:sub_40428E+55F    	cmp     ebp, eax                	                                        	
000007BC	.vmp0:sub_40428E+561    	ja      loc_4042B3              	                                        	
000007BC	.vmp0:sub_40428E:loc_4042B3	mov     al, [esi]               	EAX=0060FE34                            	
000007BC	.vmp0:sub_40428E+27     	movzx   eax, al                 	EAX=00000034                            	
000007BC	.vmp0:sub_40428E+2A     	inc     esi                     	ESI=00404915 PF=0                       	
000007BC	.vmp0:sub_40428E+2B     	jmp     ds:off_40435F[eax*4]    	                                        	
000007BC	.vmp0:sub_40428E:loc_4041E6	mov     al, [esi]               	EAX=00000018                            	
000007BC	.vmp0:sub_40428E-A6     	mov     edx, [eax+edi]          	EDX=00000000                            	
000007BC	.vmp0:sub_40428E-A3     	sub     ebp, 4                  	EBP=0060FF24 PF=1                       	
000007BC	.vmp0:sub_40428E-A0     	mov     [ebp+0], edx            	                                        	
000007BC	.vmp0:sub_40428E-9D     	lea     esi, [esi+1]            	ESI=00404916                            	
000007BC	.vmp0:sub_40428E-9A     	jmp     loc_4047EA              	                                        	
000007BC	.vmp0:sub_40428E:loc_4047EA	lea     eax, [edi+50h]          	EAX=0060FEA0                            	
000007BC	.vmp0:sub_40428E+55F    	cmp     ebp, eax                	                                        	
000007BC	.vmp0:sub_40428E+561    	ja      loc_4042B3              	                                        	
000007BC	.vmp0:sub_40428E:loc_4042B3	mov     al, [esi]               	EAX=0060FE12                            	
000007BC	.vmp0:sub_40428E+27     	movzx   eax, al                 	EAX=00000012                            	
000007BC	.vmp0:sub_40428E+2A     	inc     esi                     	ESI=00404917                            	
000007BC	.vmp0:sub_40428E+2B     	jmp     ds:off_40435F[eax*4]    	                                        	
000007BC	.vmp0:sub_40428E:loc_4041E6	mov     al, [esi]               	EAX=00000028                            	
000007BC	.vmp0:sub_40428E-A6     	mov     edx, [eax+edi]          	EDX=0040100C                            	
000007BC	.vmp0:sub_40428E-A3     	sub     ebp, 4                  	EBP=0060FF20 PF=0                       	
000007BC	.vmp0:sub_40428E-A0     	mov     [ebp+0], edx            	                                        	
000007BC	.vmp0:sub_40428E-9D     	lea     esi, [esi+1]            	ESI=00404918                            	
000007BC	.vmp0:sub_40428E-9A     	jmp     loc_4047EA              	                                        	
000007BC	.vmp0:sub_40428E:loc_4047EA	lea     eax, [edi+50h]          	EAX=0060FEA0                            	
000007BC	.vmp0:sub_40428E+55F    	cmp     ebp, eax                	                                        	
000007BC	.vmp0:sub_40428E+561    	ja      loc_4042B3              	                                        	
000007BC	.vmp0:sub_40428E:loc_4042B3	mov     al, [esi]               	EAX=0060FEA9                            	
000007BC	.vmp0:sub_40428E+27     	movzx   eax, al                 	EAX=000000A9                            	
000007BC	.vmp0:sub_40428E+2A     	inc     esi                     	ESI=00404919                            	
000007BC	.vmp0:sub_40428E+2B     	jmp     ds:off_40435F[eax*4]    	                                        	
000007BC	.vmp0:sub_40428E:loc_4041E6	mov     al, [esi]               	EAX=00000028                            	
000007BC	.vmp0:sub_40428E-A6     	mov     edx, [eax+edi]          	                                        	
000007BC	.vmp0:sub_40428E-A3     	sub     ebp, 4                  	EBP=0060FF1C AF=1                       	
000007BC	.vmp0:sub_40428E-A0     	mov     [ebp+0], edx            	                                        	
000007BC	.vmp0:sub_40428E-9D     	lea     esi, [esi+1]            	ESI=0040491A                            	
000007BC	.vmp0:sub_40428E-9A     	jmp     loc_4047EA              	                                        	
000007BC	.vmp0:sub_40428E:loc_4047EA	lea     eax, [edi+50h]          	EAX=0060FEA0                            	
000007BC	.vmp0:sub_40428E+55F    	cmp     ebp, eax                	AF=0                                    	
000007BC	.vmp0:sub_40428E+561    	ja      loc_4042B3              	                                        	
000007BC	.vmp0:sub_40428E:loc_4042B3	mov     al, [esi]               	EAX=0060FE12                            	
000007BC	.vmp0:sub_40428E+27     	movzx   eax, al                 	EAX=00000012                            	
000007BC	.vmp0:sub_40428E+2A     	inc     esi                     	ESI=0040491B PF=1                       	
000007BC	.vmp0:sub_40428E+2B     	jmp     ds:off_40435F[eax*4]    	                                        	
000007BC	.vmp0:sub_40428E:loc_4041E6	mov     al, [esi]               	EAX=00000000                            	
000007BC	.vmp0:sub_40428E-A6     	mov     edx, [eax+edi]          	EDX=74439AFF                            	
000007BC	.vmp0:sub_40428E-A3     	sub     ebp, 4                  	EBP=0060FF18                            	
000007BC	.vmp0:sub_40428E-A0     	mov     [ebp+0], edx            	                                        	
000007BC	.vmp0:sub_40428E-9D     	lea     esi, [esi+1]            	ESI=0040491C                            	
000007BC	.vmp0:sub_40428E-9A     	jmp     loc_4047EA              	                                        	
000007BC	.vmp0:sub_40428E:loc_4047EA	lea     eax, [edi+50h]          	EAX=0060FEA0                            	
000007BC	.vmp0:sub_40428E+55F    	cmp     ebp, eax                	                                        	
000007BC	.vmp0:sub_40428E+561    	ja      loc_4042B3              	                                        	
000007BC	.vmp0:sub_40428E:loc_4042B3	mov     al, [esi]               	EAX=0060FE38                            	
000007BC	.vmp0:sub_40428E+27     	movzx   eax, al                 	EAX=00000038                            	
000007BC	.vmp0:sub_40428E+2A     	inc     esi                     	ESI=0040491D                            	
000007BC	.vmp0:sub_40428E+2B     	jmp     ds:off_40435F[eax*4]    	                                        	
000007BC	.vmp0:sub_40428E:loc_40426E	mov     esp, ebp                	ESP=0060FF18                            	
000007BC	.vmp0:sub_40428E-1E     	pop     edx                     	ESP=0060FF1C                            	
000007BC	.vmp0:sub_40428E-1D     	pop     eax                     	EAX=0040100C ESP=0060FF20               	
000007BC	.vmp0:sub_40428E-1C     	pop     edi                     	EDI=0040100C ESP=0060FF24               	
000007BC	.vmp0:sub_40428E-1B     	pop     ebp                     	EBP=00000000 ESP=0060FF28               	
000007BC	.vmp0:sub_40428E-1A     	pop     ecx                     	ECX=74439AFF ESP=0060FF2C               	
000007BC	.vmp0:sub_40428E-19     	pop     ebp                     	EBP=0060FF80 ESP=0060FF30               	
000007BC	.vmp0:sub_40428E-18     	pop     eax                     	EAX=0000010F ESP=0060FF34               	
000007BC	.vmp0:sub_40428E-17     	pop     edx                     	EDX=000705E3 ESP=0060FF38               	
000007BC	.vmp0:sub_40428E-16     	pop     ebx                     	ESP=0060FF3C                            	
000007BC	.vmp0:sub_40428E-15     	popf                            	ESP=0060FF40 PF=0                       	
000007BC	.vmp0:sub_40428E-14     	pop     esi                     	ESI=0040100C ESP=0060FF44               	
000007BC	.vmp0:sub_40428E-13     	retn                            	ESP=0060FF48                            	
000007BC	.text:start+26          	mov     [ebp+var_1C], eax       	                                        	
000007BC	.text:start+29          	fild    [ebp+var_1C]            	                                        	
000007BC	.text:start+2C          	fstp    [ebp+var_10]            	                                        	
000007BC	.text:start+2F          	fld     [ebp+var_10]            	                                        	
000007BC	.text:start+32          	fstp    [esp+38h+var_34]        	                                        	
000007BC	.text:start+36          	mov     [esp+38h+Str], offset Format; \"erg = %f\\n\"	                                        	
000007BC	.text:start+3D          	call    printf                  	ESP=0060FF44                            	
000007BC	.text:printf            	jmp     ds:__imp_printf         	EAX=00000011 ECX=744349B3 EDX=00000000 ESP=0060FF48 PF=1 ZF=1 	
000007BC	.text:start+42          	mov     [esp+38h+Str], 0; Code  	                                        	
000007BC	.text:start+49          	Memory layout changed: 63 segments	Memory layout changed: 63 segments      	
