Thread  	Address                 	Instruction                     	Result                                  	
000011A8	.vmp0:sub_404133+27     	sub     esi, 0FFFFFFFFh         	ESI=004048BC CF=1 PF=0 AF=1             	
000011A8	.vmp0:sub_404133+2A     	movzx   eax, al                 	                                        	
000011A8	.vmp0:sub_404133+2D     	jmp     ds:off_4041FC[eax*4]    	                                        	
000011A8	.vmp0:sub_404133:loc_4046F5	mov     al, [esi]               	EAX=00000000                            	
000011A8	.vmp0:sub_404133+5C4    	mov     edx, [ebp+0]            	EDX=0040100B                            	
000011A8	.vmp0:sub_404133+5C7    	add     ebp, 4                  	EBP=0060FF40 CF=0                       	
000011A8	.vmp0:sub_404133+5CA    	mov     [eax+edi], edx          	                                        	
000011A8	.vmp0:sub_404133+5CD    	add     esi, 1                  	ESI=004048BD PF=1 AF=0                  	
000011A8	.vmp0:sub_404133+5D0    	jmp     loc_404158              	                                        	
000011A8	.vmp0:sub_404133:loc_404158	mov     al, [esi]               	EAX=00000029                            	
000011A8	.vmp0:sub_404133+27     	sub     esi, 0FFFFFFFFh         	ESI=004048BE CF=1 AF=1                  	
000011A8	.vmp0:sub_404133+2A     	movzx   eax, al                 	                                        	
000011A8	.vmp0:sub_404133+2D     	jmp     ds:off_4041FC[eax*4]    	                                        	
000011A8	.vmp0:sub_404133:loc_4046F5	mov     al, [esi]               	EAX=00000024                            	
000011A8	.vmp0:sub_404133+5C4    	mov     edx, [ebp+0]            	EDX=00000000                            	
000011A8	.vmp0:sub_404133+5C7    	add     ebp, 4                  	EBP=0060FF44 CF=0 AF=0                  	
000011A8	.vmp0:sub_404133+5CA    	mov     [eax+edi], edx          	                                        	
000011A8	.vmp0:sub_404133+5CD    	add     esi, 1                  	ESI=004048BF PF=0                       	
000011A8	.vmp0:sub_404133+5D0    	jmp     loc_404158              	                                        	
000011A8	.vmp0:sub_404133:loc_404158	mov     al, [esi]               	EAX=00000029                            	
000011A8	.vmp0:sub_404133+27     	sub     esi, 0FFFFFFFFh         	ESI=004048C0 CF=1 PF=1                  	
000011A8	.vmp0:sub_404133+2A     	movzx   eax, al                 	                                        	
000011A8	.vmp0:sub_404133+2D     	jmp     ds:off_4041FC[eax*4]    	                                        	
000011A8	.vmp0:sub_404133:loc_4046F5	mov     al, [esi]               	EAX=00000014                            	
000011A8	.vmp0:sub_404133+5C4    	mov     edx, [ebp+0]            	                                        	
000011A8	.vmp0:sub_404133+5C7    	add     ebp, 4                  	EBP=0060FF48 CF=0                       	
000011A8	.vmp0:sub_404133+5CA    	mov     [eax+edi], edx          	                                        	
000011A8	.vmp0:sub_404133+5CD    	add     esi, 1                  	ESI=004048C1 PF=0                       	
000011A8	.vmp0:sub_404133+5D0    	jmp     loc_404158              	                                        	
000011A8	.vmp0:sub_404133:loc_404158	mov     al, [esi]               	EAX=00000029                            	
000011A8	.vmp0:sub_404133+27     	sub     esi, 0FFFFFFFFh         	ESI=004048C2 CF=1 AF=1                  	
000011A8	.vmp0:sub_404133+2A     	movzx   eax, al                 	                                        	
000011A8	.vmp0:sub_404133+2D     	jmp     ds:off_4041FC[eax*4]    	                                        	
000011A8	.vmp0:sub_404133:loc_4046F5	mov     al, [esi]               	EAX=0000000C                            	
000011A8	.vmp0:sub_404133+5C4    	mov     edx, [ebp+0]            	EDX=0040100B                            	
000011A8	.vmp0:sub_404133+5C7    	add     ebp, 4                  	EBP=0060FF4C CF=0 AF=0                  	
000011A8	.vmp0:sub_404133+5CA    	mov     [eax+edi], edx          	                                        	
000011A8	.vmp0:sub_404133+5CD    	add     esi, 1                  	ESI=004048C3 PF=1                       	
000011A8	.vmp0:sub_404133+5D0    	jmp     loc_404158              	                                        	
000011A8	.vmp0:sub_404133:loc_404158	mov     al, [esi]               	EAX=00000029                            	
000011A8	.vmp0:sub_404133+27     	sub     esi, 0FFFFFFFFh         	ESI=004048C4 CF=1 PF=0 AF=1             	
000011A8	.vmp0:sub_404133+2A     	movzx   eax, al                 	                                        	
000011A8	.vmp0:sub_404133+2D     	jmp     ds:off_4041FC[eax*4]    	                                        	
000011A8	.vmp0:sub_404133:loc_4046F5	mov     al, [esi]               	EAX=0000001C                            	
000011A8	.vmp0:sub_404133+5C4    	mov     edx, [ebp+0]            	EDX=004048A5                            	
000011A8	.vmp0:sub_404133+5C7    	add     ebp, 4                  	EBP=0060FF50 CF=0 PF=1                  	
000011A8	.vmp0:sub_404133+5CA    	mov     [eax+edi], edx          	                                        	
000011A8	.vmp0:sub_404133+5CD    	add     esi, 1                  	ESI=004048C5 AF=0                       	
000011A8	.vmp0:sub_404133+5D0    	jmp     loc_404158              	                                        	
000011A8	.vmp0:sub_404133:loc_404158	mov     al, [esi]               	EAX=00000029                            	
000011A8	.vmp0:sub_404133+27     	sub     esi, 0FFFFFFFFh         	ESI=004048C6 CF=1 AF=1                  	
000011A8	.vmp0:sub_404133+2A     	movzx   eax, al                 	                                        	
000011A8	.vmp0:sub_404133+2D     	jmp     ds:off_4041FC[eax*4]    	                                        	
000011A8	.vmp0:sub_404133:loc_4046F5	mov     al, [esi]               	EAX=00000030                            	
000011A8	.vmp0:sub_404133+5C4    	mov     edx, [ebp+0]            	                                        	
000011A8	.vmp0:sub_404133+5C7    	add     ebp, 4                  	EBP=0060FF54 CF=0 PF=0 AF=0             	
000011A8	.vmp0:sub_404133+5CA    	mov     [eax+edi], edx          	                                        	
000011A8	.vmp0:sub_404133+5CD    	add     esi, 1                  	ESI=004048C7                            	
000011A8	.vmp0:sub_404133+5D0    	jmp     loc_404158              	                                        	
000011A8	.vmp0:sub_404133:loc_404158	mov     al, [esi]               	EAX=00000028                            	
000011A8	.vmp0:sub_404133+27     	sub     esi, 0FFFFFFFFh         	ESI=004048C8 CF=1 AF=1                  	
000011A8	.vmp0:sub_404133+2A     	movzx   eax, al                 	                                        	
000011A8	.vmp0:sub_404133+2D     	jmp     ds:off_4041FC[eax*4]    	                                        	
000011A8	.vmp0:sub_404133:loc_40485E	mov     al, [esi]               	EAX=00000038                            	
000011A8	.vmp0:sub_404133+72D    	mov     edx, [eax+edi]          	EDX=0060FF80                            	
000011A8	.vmp0:sub_404133+730    	inc     esi                     	ESI=004048C9 PF=1 AF=0                  	
000011A8	.vmp0:sub_404133+731    	sub     ebp, 4                  	EBP=0060FF50 CF=0                       	
000011A8	.vmp0:sub_404133+734    	mov     [ebp+0], edx            	                                        	
000011A8	.vmp0:sub_404133+737    	jmp     loc_404718              	                                        	
000011A8	.vmp0:sub_404133:loc_404718	lea     eax, [edi+50h]          	EAX=0060FEB0                            	
000011A8	.vmp0:sub_404133+5E8    	cmp     ebp, eax                	                                        	
000011A8	.vmp0:sub_404133+5EA    	ja      loc_404158              	                                        	
000011A8	.vmp0:sub_404133:loc_404158	mov     al, [esi]               	EAX=0060FE15                            	
000011A8	.vmp0:sub_404133+27     	sub     esi, 0FFFFFFFFh         	ESI=004048CA CF=1 AF=1                  	
000011A8	.vmp0:sub_404133+2A     	movzx   eax, al                 	EAX=00000015                            	
000011A8	.vmp0:sub_404133+2D     	jmp     ds:off_4041FC[eax*4]    	                                        	
000011A8	.vmp0:sub_404133:loc_404199	mov     eax, ebp                	EAX=0060FF50                            	
000011A8	.vmp0:sub_404133+68     	sub     ebp, 4                  	EBP=0060FF4C CF=0 PF=0                  	
000011A8	.vmp0:sub_404133+6B     	mov     [ebp+0], eax            	                                        	
000011A8	.vmp0:sub_404133+6E     	jmp     loc_404718              	                                        	
000011A8	.vmp0:sub_404133:loc_404718	lea     eax, [edi+50h]          	EAX=0060FEB0                            	
000011A8	.vmp0:sub_404133+5E8    	cmp     ebp, eax                	PF=1 AF=0                               	
000011A8	.vmp0:sub_404133+5EA    	ja      loc_404158              	                                        	
000011A8	.vmp0:sub_404133:loc_404158	mov     al, [esi]               	EAX=0060FE29                            	
000011A8	.vmp0:sub_404133+27     	sub     esi, 0FFFFFFFFh         	ESI=004048CB CF=1 PF=0 AF=1             	
000011A8	.vmp0:sub_404133+2A     	movzx   eax, al                 	EAX=00000029                            	
000011A8	.vmp0:sub_404133+2D     	jmp     ds:off_4041FC[eax*4]    	                                        	
000011A8	.vmp0:sub_404133:loc_4046F5	mov     al, [esi]               	EAX=00000028                            	
000011A8	.vmp0:sub_404133+5C4    	mov     edx, [ebp+0]            	EDX=0060FF50                            	
000011A8	.vmp0:sub_404133+5C7    	add     ebp, 4                  	EBP=0060FF50 CF=0 PF=1                  	
000011A8	.vmp0:sub_404133+5CA    	mov     [eax+edi], edx          	                                        	
000011A8	.vmp0:sub_404133+5CD    	add     esi, 1                  	ESI=004048CC AF=0                       	
000011A8	.vmp0:sub_404133+5D0    	jmp     loc_404158              	                                        	
000011A8	.vmp0:sub_404133:loc_404158	mov     al, [esi]               	EAX=0000003D                            	
000011A8	.vmp0:sub_404133+27     	sub     esi, 0FFFFFFFFh         	ESI=004048CD CF=1 PF=0 AF=1             	
000011A8	.vmp0:sub_404133+2A     	movzx   eax, al                 	                                        	
000011A8	.vmp0:sub_404133+2D     	jmp     ds:off_4041FC[eax*4]    	                                        	
000011A8	.vmp0:sub_404133:loc_40460A	mov     al, [esi]               	EAX=00000008                            	
000011A8	.vmp0:sub_404133+4D9    	cbw                             	                                        	
000011A8	.vmp0:sub_404133+4DB    	add     esi, 1                  	ESI=004048CE CF=0 AF=0                  	
000011A8	.vmp0:sub_404133+4DE    	cwde                            	                                        	
000011A8	.vmp0:sub_404133+4DF    	sub     ebp, 4                  	EBP=0060FF4C AF=1                       	
000011A8	.vmp0:sub_404133+4E2    	mov     [ebp+0], eax            	                                        	
000011A8	.vmp0:sub_404133+4E5    	jmp     loc_404718              	                                        	
000011A8	.vmp0:sub_404133:loc_404718	lea     eax, [edi+50h]          	EAX=0060FEB0                            	
000011A8	.vmp0:sub_404133+5E8    	cmp     ebp, eax                	PF=1 AF=0                               	
000011A8	.vmp0:sub_404133+5EA    	ja      loc_404158              	                                        	
000011A8	.vmp0:sub_404133:loc_404158	mov     al, [esi]               	EAX=0060FE28                            	
000011A8	.vmp0:sub_404133+27     	sub     esi, 0FFFFFFFFh         	ESI=004048CF CF=1 AF=1                  	
000011A8	.vmp0:sub_404133+2A     	movzx   eax, al                 	EAX=00000028                            	
000011A8	.vmp0:sub_404133+2D     	jmp     ds:off_4041FC[eax*4]    	                                        	
000011A8	.vmp0:sub_404133:loc_40485E	mov     al, [esi]               	                                        	
000011A8	.vmp0:sub_404133+72D    	mov     edx, [eax+edi]          	                                        	
000011A8	.vmp0:sub_404133+730    	inc     esi                     	ESI=004048D0 PF=0                       	
000011A8	.vmp0:sub_404133+731    	sub     ebp, 4                  	EBP=0060FF48 CF=0 PF=1 AF=0             	
000011A8	.vmp0:sub_404133+734    	mov     [ebp+0], edx            	                                        	
000011A8	.vmp0:sub_404133+737    	jmp     loc_404718              	                                        	
000011A8	.vmp0:sub_404133:loc_404718	lea     eax, [edi+50h]          	EAX=0060FEB0                            	
000011A8	.vmp0:sub_404133+5E8    	cmp     ebp, eax                	PF=0                                    	
000011A8	.vmp0:sub_404133+5EA    	ja      loc_404158              	                                        	
000011A8	.vmp0:sub_404133:loc_404158	mov     al, [esi]               	EAX=0060FE02                            	
000011A8	.vmp0:sub_404133+27     	sub     esi, 0FFFFFFFFh         	ESI=004048D1 CF=1 PF=1 AF=1             	
000011A8	.vmp0:sub_404133+2A     	movzx   eax, al                 	EAX=00000002                            	
000011A8	.vmp0:sub_404133+2D     	jmp     ds:off_4041FC[eax*4]    	                                        	
000011A8	.vmp0:sub_404133:loc_4046E6	mov     eax, [ebp+0]            	EAX=0060FF50                            	
000011A8	.vmp0:sub_404133+5B6    	add     [ebp+4], eax            	CF=0 PF=0 AF=0                          	
000011A8	.vmp0:sub_404133+5B9    	pushf                           	ESP=0060FE5C                            	
000011A8	.vmp0:sub_404133+5BA    	pop     dword ptr [ebp+0]       	ESP=0060FE60                            	
000011A8	.vmp0:sub_404133+5BD    	jmp     loc_404158              	                                        	
000011A8	.vmp0:sub_404133:loc_404158	mov     al, [esi]               	EAX=0060FFA9                            	
000011A8	.vmp0:sub_404133+27     	sub     esi, 0FFFFFFFFh         	ESI=004048D2 CF=1 PF=1 AF=1             	
000011A8	.vmp0:sub_404133+2A     	movzx   eax, al                 	EAX=000000A9                            	
000011A8	.vmp0:sub_404133+2D     	jmp     ds:off_4041FC[eax*4]    	                                        	
000011A8	.vmp0:sub_404133:loc_4046F5	mov     al, [esi]               	EAX=00000030                            	
000011A8	.vmp0:sub_404133+5C4    	mov     edx, [ebp+0]            	EDX=00000302                            	
000011A8	.vmp0:sub_404133+5C7    	add     ebp, 4                  	EBP=0060FF4C CF=0 PF=0 AF=0             	
000011A8	.vmp0:sub_404133+5CA    	mov     [eax+edi], edx          	                                        	
000011A8	.vmp0:sub_404133+5CD    	add     esi, 1                  	ESI=004048D3                            	
000011A8	.vmp0:sub_404133+5D0    	jmp     loc_404158              	                                        	
000011A8	.vmp0:sub_404133:loc_404158	mov     al, [esi]               	EAX=00000063                            	
000011A8	.vmp0:sub_404133+27     	sub     esi, 0FFFFFFFFh         	ESI=004048D4 CF=1 PF=1 AF=1             	
000011A8	.vmp0:sub_404133+2A     	movzx   eax, al                 	                                        	
000011A8	.vmp0:sub_404133+2D     	jmp     ds:off_4041FC[eax*4]    	                                        	
000011A8	.vmp0:sub_404133:loc_4045FC	mov     eax, [ebp+0]            	EAX=0060FF58                            	
000011A8	.vmp0:sub_404133+4CC    	mov     eax, ss:[eax]           	EAX=000AFFE1                            	
000011A8	.vmp0:sub_404133+4CF    	mov     [ebp+0], eax            	                                        	
000011A8	.vmp0:sub_404133+4D2    	jmp     loc_404158              	                                        	
000011A8	.vmp0:sub_404133:loc_404158	mov     al, [esi]               	EAX=000AFF29                            	
000011A8	.vmp0:sub_404133+27     	sub     esi, 0FFFFFFFFh         	ESI=004048D5 PF=0                       	
000011A8	.vmp0:sub_404133+2A     	movzx   eax, al                 	EAX=00000029                            	
000011A8	.vmp0:sub_404133+2D     	jmp     ds:off_4041FC[eax*4]    	                                        	
000011A8	.vmp0:sub_404133:loc_4046F5	mov     al, [esi]               	EAX=00000030                            	
000011A8	.vmp0:sub_404133+5C4    	mov     edx, [ebp+0]            	EDX=000AFFE1                            	
000011A8	.vmp0:sub_404133+5C7    	add     ebp, 4                  	EBP=0060FF50 CF=0 PF=1                  	
000011A8	.vmp0:sub_404133+5CA    	mov     [eax+edi], edx          	                                        	
000011A8	.vmp0:sub_404133+5CD    	add     esi, 1                  	ESI=004048D6 PF=0 AF=0                  	
000011A8	.vmp0:sub_404133+5D0    	jmp     loc_404158              	                                        	
000011A8	.vmp0:sub_404133:loc_404158	mov     al, [esi]               	EAX=0000000E                            	
000011A8	.vmp0:sub_404133+27     	sub     esi, 0FFFFFFFFh         	ESI=004048D7 CF=1 PF=1 AF=1             	
000011A8	.vmp0:sub_404133+2A     	movzx   eax, al                 	                                        	
000011A8	.vmp0:sub_404133+2D     	jmp     ds:off_4041FC[eax*4]    	                                        	
000011A8	.vmp0:sub_404133:loc_40460A	mov     al, [esi]               	EAX=0000000C                            	
000011A8	.vmp0:sub_404133+4D9    	cbw                             	                                        	
000011A8	.vmp0:sub_404133+4DB    	add     esi, 1                  	ESI=004048D8 CF=0 AF=0                  	
000011A8	.vmp0:sub_404133+4DE    	cwde                            	                                        	
000011A8	.vmp0:sub_404133+4DF    	sub     ebp, 4                  	EBP=0060FF4C PF=0 AF=1                  	
000011A8	.vmp0:sub_404133+4E2    	mov     [ebp+0], eax            	                                        	
000011A8	.vmp0:sub_404133+4E5    	jmp     loc_404718              	                                        	
000011A8	.vmp0:sub_404133:loc_404718	lea     eax, [edi+50h]          	EAX=0060FEB0                            	
